TAZ,Commodity,Quantity
21256,Single Family Detached Residential Economy,1015.705882
22064,Recreation Space,0
22090,Light Industrial Space,0
22090,Single Family Detached Residential Luxury,2893.25
22090,Single Family Attached Residential Economy,2710.25
22090,Office Space,1046.25
22092,Light Industrial Space,0
22092,Single Family Detached Residential Luxury,2893.25
22092,Single Family Attached Residential Economy,2710.25
22092,Office Space,1046.25
22098,Light Industrial Space,0
22098,Single Family Detached Residential Luxury,2893.25
22098,Single Family Attached Residential Economy,2710.25
22098,Office Space,1046.25
22099,Light Industrial Space,0
22099,Single Family Detached Residential Luxury,2893.25
22099,Single Family Attached Residential Economy,2710.25
22099,Office Space,1046.25
22821,Multi-Family Residential Economy,17772
22821,Retail Space,14114
22823,Office Space,1525.222222
22823,Single Family Attached Residential Economy,124.8888889
22823,Multi-Family Residential Economy,3450.666667
22824,Office Space,1525.222222
22824,Single Family Attached Residential Economy,124.8888889
22824,Multi-Family Residential Economy,3450.666667
22828,Office Space,1525.222222
22828,Single Family Attached Residential Economy,124.8888889
22828,Multi-Family Residential Economy,3450.666667
22830,Office Space,1525.222222
22830,Single Family Attached Residential Economy,124.8888889
22830,Multi-Family Residential Economy,3450.666667
22832,Office Space,1525.222222
22832,Single Family Attached Residential Economy,124.8888889
22832,Multi-Family Residential Economy,3450.666667
22833,Office Space,1525.222222
22833,Single Family Attached Residential Economy,124.8888889
22833,Multi-Family Residential Economy,3450.666667
22834,Retail Space,632
22834,Office Space,0
22834,Multi-Family Residential Economy,10125.33333
22835,Office Space,1525.222222
22835,Single Family Attached Residential Economy,124.8888889
22835,Multi-Family Residential Economy,3450.666667
22836,Retail Space,632
22836,Office Space,0
22836,Multi-Family Residential Economy,10125.33333
22837,Office Space,1525.222222
22837,Single Family Attached Residential Economy,124.8888889
22837,Multi-Family Residential Economy,3450.666667
22838,Multi-Family Residential Economy,17772
22838,Retail Space,14114
22840,Retail Space,632
22840,Office Space,0
22840,Multi-Family Residential Economy,10125.33333
22841,Retail Space,632
22841,Office Space,0
22841,Multi-Family Residential Economy,10125.33333
22910,Single Family Detached Residential Luxury,8484
22910,Single Family Attached Residential Economy,11854
22911,Single Family Detached Residential Luxury,8484
22911,Single Family Attached Residential Economy,11854
22915,Single Family Detached Residential Luxury,6163.5
22915,Single Family Detached Residential Economy,2511.25
22924,Multi-Family Residential Economy,5486.5
22924,Single Family Detached Residential Economy,18026.5
22924,Single Family Detached Residential Luxury,195542
22932,Single Family Detached Residential Luxury,6163.5
20721,Single Family Detached Residential Economy,2101.733333
20723,Single Family Detached Residential Economy,2101.733333
20725,Single Family Detached Residential Economy,2101.733333
20726,Single Family Detached Residential Economy,2101.733333
20727,Single Family Detached Residential Economy,2101.733333
20729,Single Family Detached Residential Economy,2101.733333
20730,Single Family Detached Residential Economy,2101.733333
20731,Single Family Detached Residential Economy,2101.733333
20732,Single Family Detached Residential Economy,2101.733333
20734,Single Family Detached Residential Economy,2101.733333
20736,Single Family Detached Residential Economy,2101.733333
21531,Multi-Family Residential Luxury,3656.5
21531,Government Operations Space,75
21531,Single Family Attached Residential Economy,774
21531,Single Family Attached Residential Luxury,774
21531,Single Family Detached Residential Luxury,7978.5
21531,Multi-Family Residential Economy,41129.25
21532,Single Family Detached Residential Luxury,1831.636364
21534,Multi-Family Residential Luxury,3656.5
21534,Government Operations Space,75
21534,Single Family Attached Residential Economy,774
21534,Single Family Attached Residential Luxury,774
21534,Single Family Detached Residential Luxury,7978.5
21534,Multi-Family Residential Economy,41129.25
21536,Single Family Detached Residential Luxury,1831.636364
21539,Multi-Family Residential Luxury,3656.5
21539,Government Operations Space,75
21539,Single Family Attached Residential Economy,774
21539,Single Family Attached Residential Luxury,774
21539,Single Family Detached Residential Luxury,7978.5
21539,Multi-Family Residential Economy,41129.25
21541,Multi-Family Residential Luxury,3656.5
21541,Government Operations Space,75
21541,Single Family Attached Residential Economy,774
21541,Single Family Attached Residential Luxury,774
21541,Single Family Detached Residential Luxury,7978.5
21541,Multi-Family Residential Economy,41129.25
21584,Multi-Family Residential Luxury,590
21584,Retail Space,2257.857143
21584,Single Family Attached Residential Economy,504.2857143
21584,Multi-Family Residential Economy,1300.857143
21585,Multi-Family Residential Luxury,590
21585,Retail Space,2257.857143
21585,Single Family Attached Residential Economy,504.2857143
21585,Multi-Family Residential Economy,1300.857143
21586,Multi-Family Residential Luxury,590
21586,Retail Space,2257.857143
21586,Single Family Attached Residential Economy,504.2857143
21586,Multi-Family Residential Economy,1300.857143
21592,Multi-Family Residential Luxury,590
21592,Retail Space,2257.857143
21592,Single Family Attached Residential Economy,504.2857143
21592,Multi-Family Residential Economy,1300.857143
21593,Multi-Family Residential Luxury,590
21593,Retail Space,2257.857143
21593,Single Family Attached Residential Economy,504.2857143
21593,Multi-Family Residential Economy,1300.857143
21594,Multi-Family Residential Luxury,590
21594,Retail Space,2257.857143
21594,Single Family Attached Residential Economy,504.2857143
21594,Multi-Family Residential Economy,1300.857143
21595,Multi-Family Residential Luxury,590
21595,Retail Space,2257.857143
21595,Single Family Attached Residential Economy,504.2857143
21595,Multi-Family Residential Economy,1300.857143
21596,Single Family Detached Residential Luxury,1831.636364
21597,Single Family Detached Residential Luxury,1831.636364
21598,Single Family Detached Residential Luxury,1831.636364
21599,Single Family Detached Residential Economy,185.1666667
21599,Single Family Detached Residential Luxury,718.7222222
21600,Single Family Detached Residential Luxury,1831.636364
21601,Single Family Detached Residential Economy,185.1666667
21601,Single Family Detached Residential Luxury,718.7222222
21603,Single Family Detached Residential Luxury,1831.636364
21604,Single Family Detached Residential Economy,185.1666667
21604,Single Family Detached Residential Luxury,718.7222222
22275,Single Family Detached Residential Economy,2178.333333
22275,Single Family Attached Residential Economy,3374
22316,Retail Space,8472
22316,Single Family Detached Residential Economy,68277.5
22318,Retail Space,8472
22318,Single Family Detached Residential Economy,68277.5
22343,Retail Space,8764.333333
22346,Retail Space,8764.333333
22352,Retail Space,0
22355,Retail Space,0
22356,Retail Space,0
22360,Retail Space,0
20503,Single Family Detached Residential Economy,5906.666667
20554,Multi-Family Residential Economy,35076.75
20555,Multi-Family Residential Economy,35076.75
20556,Multi-Family Residential Economy,35076.75
20558,Multi-Family Residential Economy,35076.75
21294,Single Family Detached Residential Economy,810.9454545
21295,Single Family Detached Residential Economy,810.9454545
21304,Single Family Detached Residential Economy,810.9454545
21306,Single Family Detached Residential Economy,810.9454545
21308,Single Family Detached Residential Economy,810.9454545
21309,Single Family Detached Residential Economy,810.9454545
21310,Single Family Detached Residential Economy,810.9454545
21311,Single Family Detached Residential Economy,810.9454545
21312,Single Family Detached Residential Economy,810.9454545
21313,Single Family Detached Residential Economy,810.9454545
21314,Single Family Detached Residential Economy,810.9454545
21315,Single Family Detached Residential Economy,810.9454545
21316,Single Family Detached Residential Economy,810.9454545
21317,Single Family Detached Residential Economy,810.9454545
12381,Single Family Detached Residential Economy,1830.166667
12383,Single Family Detached Residential Economy,1830.166667
12399,Active Park Space,0
12399,Single Family Detached Residential Economy,19345.875
12399,Primary Schools,5051.5
12400,Active Park Space,0
12400,Single Family Detached Residential Economy,19345.875
12400,Primary Schools,5051.5
12401,Active Park Space,0
12401,Single Family Detached Residential Economy,19345.875
12401,Primary Schools,5051.5
12403,Single Family Detached Residential Economy,6901
12405,Active Park Space,0
12405,Single Family Detached Residential Economy,19345.875
12405,Primary Schools,5051.5
12406,Active Park Space,0
12406,Single Family Detached Residential Economy,19345.875
12406,Primary Schools,5051.5
12407,Active Park Space,0
12407,Single Family Detached Residential Economy,19345.875
12407,Primary Schools,5051.5
12409,Active Park Space,0
12409,Single Family Detached Residential Economy,19345.875
12409,Primary Schools,5051.5
12410,Active Park Space,0
12410,Single Family Detached Residential Economy,19345.875
12410,Primary Schools,5051.5
12416,Single Family Detached Residential Economy,6901
12420,Single Family Detached Residential Economy,6901
14141,Single Family Detached Residential Luxury,772
14141,Single Family Detached Residential Economy,4251.333333
14141,Single Family Attached Residential Economy,5654.333333
14141,Multi-Family Residential Economy,8907.666667
14142,Single Family Detached Residential Luxury,772
14142,Single Family Detached Residential Economy,4251.333333
14142,Single Family Attached Residential Economy,5654.333333
14142,Multi-Family Residential Economy,8907.666667
14144,Single Family Detached Residential Luxury,772
14144,Single Family Detached Residential Economy,4251.333333
14144,Single Family Attached Residential Economy,5654.333333
14144,Multi-Family Residential Economy,8907.666667
14162,Single Family Detached Residential Economy,414.4
14162,Multi-Family Residential Economy,8373.8
14165,Single Family Detached Residential Economy,414.4
14165,Multi-Family Residential Economy,8373.8
14168,Single Family Detached Residential Economy,414.4
14168,Multi-Family Residential Economy,8373.8
14170,Single Family Detached Residential Economy,414.4
14170,Multi-Family Residential Economy,8373.8
14172,Single Family Detached Residential Economy,414.4
14172,Multi-Family Residential Economy,8373.8
14176,Single Family Detached Residential Luxury,2603
14176,Single Family Attached Residential Economy,3798.6
14176,Multi-Family Residential Economy,10946.2
14178,Single Family Detached Residential Luxury,2603
14178,Single Family Attached Residential Economy,3798.6
14178,Multi-Family Residential Economy,10946.2
14179,Single Family Detached Residential Luxury,2603
14179,Single Family Attached Residential Economy,3798.6
14179,Multi-Family Residential Economy,10946.2
14180,Single Family Detached Residential Luxury,2603
14180,Single Family Attached Residential Economy,3798.6
14180,Multi-Family Residential Economy,10946.2
14181,Single Family Detached Residential Luxury,2603
14181,Single Family Attached Residential Economy,3798.6
14181,Multi-Family Residential Economy,10946.2
14999,Single Family Detached Residential Economy,181.7
14999,Single Family Attached Residential Economy,671.5
14999,Single Family Detached Residential Luxury,1598.3
15003,Single Family Detached Residential Economy,181.7
15003,Single Family Attached Residential Economy,671.5
15003,Single Family Detached Residential Luxury,1598.3
15004,Single Family Detached Residential Economy,181.7
15004,Single Family Attached Residential Economy,671.5
15004,Single Family Detached Residential Luxury,1598.3
15005,Single Family Detached Residential Economy,181.7
15005,Single Family Attached Residential Economy,671.5
15005,Single Family Detached Residential Luxury,1598.3
15006,Single Family Detached Residential Economy,181.7
15006,Single Family Attached Residential Economy,671.5
15006,Single Family Detached Residential Luxury,1598.3
15007,Single Family Detached Residential Economy,181.7
15007,Single Family Attached Residential Economy,671.5
15007,Single Family Detached Residential Luxury,1598.3
15008,Single Family Detached Residential Economy,181.7
15008,Single Family Attached Residential Economy,671.5
15008,Single Family Detached Residential Luxury,1598.3
15010,Single Family Detached Residential Economy,181.7
15010,Single Family Attached Residential Economy,671.5
15010,Single Family Detached Residential Luxury,1598.3
15011,Single Family Detached Residential Economy,181.7
15011,Single Family Attached Residential Economy,671.5
15011,Single Family Detached Residential Luxury,1598.3
15012,Single Family Detached Residential Economy,181.7
15012,Single Family Attached Residential Economy,671.5
15012,Single Family Detached Residential Luxury,1598.3
15013,Single Family Attached Residential Economy,2377.333333
15013,Single Family Detached Residential Luxury,1455.666667
15013,Religious Space,0
15013,Light Industrial Space,3558
15013,Office Space,5352.333333
15013,Retail Space,4809
15013,Multi-Family Residential Economy,19969
15014,Religious Space,5396.5
15014,Single Family Attached Residential Economy,2759.5
22426,Multi-Family Residential Economy,416
22426,Single Family Attached Residential Economy,1786.333333
22426,Single Family Detached Residential Economy,3673.166667
22427,Multi-Family Residential Economy,416
22427,Single Family Attached Residential Economy,1786.333333
22427,Single Family Detached Residential Economy,3673.166667
22432,Multi-Family Residential Economy,416
22432,Single Family Attached Residential Economy,1786.333333
22432,Single Family Detached Residential Economy,3673.166667
22434,Multi-Family Residential Economy,416
22434,Single Family Attached Residential Economy,1786.333333
22434,Single Family Detached Residential Economy,3673.166667
22435,Multi-Family Residential Economy,416
22435,Single Family Attached Residential Economy,1786.333333
22435,Single Family Detached Residential Economy,3673.166667
22450,Multi-Family Residential Economy,69083
22451,Multi-Family Residential Economy,69083
22452,Multi-Family Residential Economy,69083
22453,Multi-Family Residential Economy,69083
1772,Retail Space,319
1772,Single Family Detached Residential Luxury,488.5
1772,Office Space,15485.25
1775,Retail Space,319
1775,Single Family Detached Residential Luxury,488.5
1775,Office Space,15485.25
3175,Single Family Detached Residential Economy,66.46153846
3175,Single Family Detached Residential Luxury,216.6923077
3175,Multi-Family Residential Economy,1195.923077
3175,Single Family Attached Residential Economy,147.6153846
3176,Single Family Detached Residential Economy,66.46153846
3176,Single Family Detached Residential Luxury,216.6923077
3176,Multi-Family Residential Economy,1195.923077
3176,Single Family Attached Residential Economy,147.6153846
3178,Single Family Detached Residential Economy,66.46153846
3178,Single Family Detached Residential Luxury,216.6923077
3178,Multi-Family Residential Economy,1195.923077
3178,Single Family Attached Residential Economy,147.6153846
3179,Single Family Detached Residential Economy,66.46153846
3179,Single Family Detached Residential Luxury,216.6923077
3179,Multi-Family Residential Economy,1195.923077
3179,Single Family Attached Residential Economy,147.6153846
3180,Single Family Detached Residential Economy,66.46153846
3180,Single Family Detached Residential Luxury,216.6923077
3180,Multi-Family Residential Economy,1195.923077
3180,Single Family Attached Residential Economy,147.6153846
3181,Single Family Detached Residential Economy,66.46153846
3181,Single Family Detached Residential Luxury,216.6923077
3181,Multi-Family Residential Economy,1195.923077
3181,Single Family Attached Residential Economy,147.6153846
3188,Single Family Detached Residential Economy,66.46153846
3188,Single Family Detached Residential Luxury,216.6923077
3188,Multi-Family Residential Economy,1195.923077
3188,Single Family Attached Residential Economy,147.6153846
3191,Single Family Detached Residential Economy,66.46153846
3191,Single Family Detached Residential Luxury,216.6923077
3191,Multi-Family Residential Economy,1195.923077
3191,Single Family Attached Residential Economy,147.6153846
3192,Single Family Detached Residential Economy,66.46153846
3192,Single Family Detached Residential Luxury,216.6923077
3192,Multi-Family Residential Economy,1195.923077
3192,Single Family Attached Residential Economy,147.6153846
3195,Single Family Detached Residential Economy,66.46153846
3195,Single Family Detached Residential Luxury,216.6923077
3195,Multi-Family Residential Economy,1195.923077
3195,Single Family Attached Residential Economy,147.6153846
3196,Single Family Detached Residential Economy,66.46153846
3196,Single Family Detached Residential Luxury,216.6923077
3196,Multi-Family Residential Economy,1195.923077
3196,Single Family Attached Residential Economy,147.6153846
3199,Single Family Detached Residential Economy,66.46153846
3199,Single Family Detached Residential Luxury,216.6923077
3199,Multi-Family Residential Economy,1195.923077
3199,Single Family Attached Residential Economy,147.6153846
3202,Single Family Detached Residential Economy,66.46153846
3202,Single Family Detached Residential Luxury,216.6923077
3202,Multi-Family Residential Economy,1195.923077
3202,Single Family Attached Residential Economy,147.6153846
4074,Single Family Detached Residential Economy,12213.5
4077,Single Family Detached Residential Economy,12213.5
4078,Single Family Detached Residential Economy,12213.5
4081,Single Family Detached Residential Economy,12213.5
4093,Single Family Attached Residential Economy,601.75
4093,Single Family Detached Residential Economy,12532
4094,Single Family Attached Residential Economy,601.75
4094,Single Family Detached Residential Economy,12532
4096,Single Family Attached Residential Economy,601.75
4096,Single Family Detached Residential Economy,12532
4098,Single Family Attached Residential Economy,601.75
4098,Single Family Detached Residential Economy,12532
4113,Religious Space,942.7777778
4113,Single Family Detached Residential Economy,14582
4115,Religious Space,942.7777778
4115,Single Family Detached Residential Economy,14582
4116,Religious Space,942.7777778
4116,Single Family Detached Residential Economy,14582
4123,Religious Space,942.7777778
4123,Single Family Detached Residential Economy,14582
4126,Religious Space,942.7777778
4126,Single Family Detached Residential Economy,14582
4135,Single Family Detached Residential Economy,5315.4
4138,Single Family Detached Residential Economy,5315.4
4140,Single Family Detached Residential Economy,5315.4
4142,Single Family Detached Residential Economy,5315.4
18394,Single Family Detached Residential Economy,4019
18394,Single Family Detached Residential Luxury,11640
18400,Single Family Detached Residential Luxury,287.5
18400,Single Family Detached Residential Economy,314.5
18400,Multi-Family Residential Economy,607
18400,Single Family Attached Residential Economy,2055.375
18401,Single Family Detached Residential Luxury,287.5
18401,Single Family Detached Residential Economy,314.5
18401,Multi-Family Residential Economy,607
18401,Single Family Attached Residential Economy,2055.375
18402,Single Family Detached Residential Luxury,287.5
18402,Single Family Detached Residential Economy,314.5
18402,Multi-Family Residential Economy,607
18402,Single Family Attached Residential Economy,2055.375
18403,Single Family Detached Residential Luxury,287.5
18403,Single Family Detached Residential Economy,314.5
18403,Multi-Family Residential Economy,607
18403,Single Family Attached Residential Economy,2055.375
18404,Single Family Detached Residential Luxury,287.5
18404,Single Family Detached Residential Economy,314.5
18404,Multi-Family Residential Economy,607
18404,Single Family Attached Residential Economy,2055.375
18405,Single Family Detached Residential Luxury,287.5
18405,Single Family Detached Residential Economy,314.5
18405,Multi-Family Residential Economy,607
18405,Single Family Attached Residential Economy,2055.375
18406,Single Family Detached Residential Luxury,287.5
18406,Single Family Detached Residential Economy,314.5
18406,Multi-Family Residential Economy,607
18406,Single Family Attached Residential Economy,2055.375
18407,Single Family Detached Residential Luxury,287.5
18407,Single Family Detached Residential Economy,314.5
18407,Multi-Family Residential Economy,607
18407,Single Family Attached Residential Economy,2055.375
18413,Single Family Attached Residential Economy,2679.8
18413,Single Family Detached Residential Luxury,955
18413,Multi-Family Residential Economy,12684.8
18414,Single Family Attached Residential Economy,2679.8
18414,Single Family Detached Residential Luxury,955
18414,Multi-Family Residential Economy,12684.8
18415,Single Family Attached Residential Economy,2679.8
18415,Single Family Detached Residential Luxury,955
18415,Multi-Family Residential Economy,12684.8
18416,Single Family Attached Residential Economy,2679.8
18416,Single Family Detached Residential Luxury,955
18416,Multi-Family Residential Economy,12684.8
18417,Single Family Attached Residential Economy,2679.8
18417,Single Family Detached Residential Luxury,955
18417,Multi-Family Residential Economy,12684.8
18424,Retail Space,207.4285714
18424,Single Family Detached Residential Luxury,120
18424,Office Space,788
18424,Single Family Attached Residential Economy,346.7142857
18424,Multi-Family Residential Economy,3121.428571
18425,Retail Space,207.4285714
18425,Single Family Detached Residential Luxury,120
18425,Office Space,788
18425,Single Family Attached Residential Economy,346.7142857
18425,Multi-Family Residential Economy,3121.428571
18426,Retail Space,207.4285714
18426,Single Family Detached Residential Luxury,120
18426,Office Space,788
18426,Single Family Attached Residential Economy,346.7142857
18426,Multi-Family Residential Economy,3121.428571
18428,Retail Space,207.4285714
18428,Single Family Detached Residential Luxury,120
18428,Office Space,788
18428,Single Family Attached Residential Economy,346.7142857
18428,Multi-Family Residential Economy,3121.428571
18429,Retail Space,207.4285714
18429,Single Family Detached Residential Luxury,120
18429,Office Space,788
18429,Single Family Attached Residential Economy,346.7142857
18429,Multi-Family Residential Economy,3121.428571
18431,Retail Space,207.4285714
18431,Single Family Detached Residential Luxury,120
18431,Office Space,788
18431,Single Family Attached Residential Economy,346.7142857
18431,Multi-Family Residential Economy,3121.428571
18451,Single Family Attached Residential Economy,744
18451,Single Family Detached Residential Economy,566.6666667
18451,Single Family Detached Residential Luxury,29815.33333
18451,Multi-Family Residential Economy,82647
18453,Single Family Attached Residential Economy,744
18453,Single Family Detached Residential Economy,566.6666667
18453,Single Family Detached Residential Luxury,29815.33333
18453,Multi-Family Residential Economy,82647
18454,Single Family Attached Residential Economy,744
18454,Single Family Detached Residential Economy,566.6666667
18454,Single Family Detached Residential Luxury,29815.33333
18454,Multi-Family Residential Economy,82647
19295,Single Family Detached Residential Economy,354.3333333
19295,Single Family Detached Residential Luxury,2026.666667
19295,Single Family Attached Residential Economy,1510
19295,Multi-Family Residential Economy,1034.666667
19298,Single Family Detached Residential Economy,354.3333333
19298,Single Family Detached Residential Luxury,2026.666667
19298,Single Family Attached Residential Economy,1510
19298,Multi-Family Residential Economy,1034.666667
19300,Single Family Detached Residential Economy,354.3333333
19300,Single Family Detached Residential Luxury,2026.666667
19300,Single Family Attached Residential Economy,1510
19300,Multi-Family Residential Economy,1034.666667
19314,Primary Schools,0
19314,Religious Space,0
1853,Multi-Family Residential Luxury,33601.25
1870,Health Care Space,25000
1871,Health Care Space,25000
1877,Hotel Space,22143.8
1877,Office Space,52886.9
1877,Government Operations Space,55939.2
1878,Hotel Space,22143.8
1878,Office Space,52886.9
1878,Government Operations Space,55939.2
1879,Hotel Space,22143.8
1879,Office Space,52886.9
1879,Government Operations Space,55939.2
1880,Hotel Space,22143.8
1880,Office Space,52886.9
1880,Government Operations Space,55939.2
1881,Hotel Space,22143.8
1881,Office Space,52886.9
1881,Government Operations Space,55939.2
1882,Hotel Space,22143.8
1882,Office Space,52886.9
1882,Government Operations Space,55939.2
1883,Hotel Space,22143.8
1883,Office Space,52886.9
1883,Government Operations Space,55939.2
1884,Hotel Space,22143.8
1884,Office Space,52886.9
1884,Government Operations Space,55939.2
1885,Hotel Space,22143.8
1885,Office Space,52886.9
1885,Government Operations Space,55939.2
1886,Hotel Space,22143.8
1886,Office Space,52886.9
1886,Government Operations Space,55939.2
3265,Retail Space,0
3265,Religious Space,279.75
3265,Single Family Detached Residential Economy,807.5
3265,Single Family Attached Residential Economy,1409.75
3267,Retail Space,0
3267,Religious Space,279.75
3267,Single Family Detached Residential Economy,807.5
3267,Single Family Attached Residential Economy,1409.75
3268,Retail Space,0
3268,Religious Space,279.75
3268,Single Family Detached Residential Economy,807.5
3268,Single Family Attached Residential Economy,1409.75
3269,Retail Space,0
3269,Religious Space,279.75
3269,Single Family Detached Residential Economy,807.5
3269,Single Family Attached Residential Economy,1409.75
3270,Retail Space,0
3270,Religious Space,279.75
3270,Single Family Detached Residential Economy,807.5
3270,Single Family Attached Residential Economy,1409.75
3271,Retail Space,0
3271,Religious Space,279.75
3271,Single Family Detached Residential Economy,807.5
3271,Single Family Attached Residential Economy,1409.75
3272,Retail Space,0
3272,Religious Space,279.75
3272,Single Family Detached Residential Economy,807.5
3272,Single Family Attached Residential Economy,1409.75
3273,Retail Space,0
3273,Religious Space,279.75
3273,Single Family Detached Residential Economy,807.5
3273,Single Family Attached Residential Economy,1409.75
3274,Retail Space,0
3274,Religious Space,279.75
3274,Single Family Detached Residential Economy,807.5
3274,Single Family Attached Residential Economy,1409.75
3275,Retail Space,0
3275,Religious Space,279.75
3275,Single Family Detached Residential Economy,807.5
3275,Single Family Attached Residential Economy,1409.75
3276,Retail Space,0
3276,Religious Space,279.75
3276,Single Family Detached Residential Economy,807.5
3276,Single Family Attached Residential Economy,1409.75
3277,Retail Space,0
3277,Religious Space,279.75
3277,Single Family Detached Residential Economy,807.5
3277,Single Family Attached Residential Economy,1409.75
3278,Retail Space,0
3278,Religious Space,279.75
3278,Single Family Detached Residential Economy,807.5
3278,Single Family Attached Residential Economy,1409.75
3279,Retail Space,0
3279,Religious Space,279.75
3279,Single Family Detached Residential Economy,807.5
3279,Single Family Attached Residential Economy,1409.75
3280,Retail Space,0
3280,Religious Space,279.75
3280,Single Family Detached Residential Economy,807.5
3280,Single Family Attached Residential Economy,1409.75
3327,Single Family Detached Residential Luxury,279.6666667
3327,Single Family Detached Residential Economy,290.6666667
3327,Single Family Attached Residential Economy,310.6666667
3327,Multi-Family Residential Economy,14008
3328,Single Family Detached Residential Luxury,279.6666667
3328,Single Family Detached Residential Economy,290.6666667
3328,Single Family Attached Residential Economy,310.6666667
3328,Multi-Family Residential Economy,14008
3338,Single Family Detached Residential Luxury,279.6666667
3338,Single Family Detached Residential Economy,290.6666667
3338,Single Family Attached Residential Economy,310.6666667
3338,Multi-Family Residential Economy,14008
3354,Multi-Family Residential Economy,329
3354,Single Family Attached Residential Economy,361.7142857
3354,Single Family Detached Residential Economy,266.5714286
3354,Single Family Detached Residential Luxury,1763.714286
3357,Multi-Family Residential Economy,329
3357,Single Family Attached Residential Economy,361.7142857
3357,Single Family Detached Residential Economy,266.5714286
3357,Single Family Detached Residential Luxury,1763.714286
3363,Single Family Detached Residential Luxury,2129
3363,Single Family Attached Residential Economy,3264.285714
3363,Multi-Family Residential Economy,2865.428571
3364,Single Family Detached Residential Luxury,2129
3364,Single Family Attached Residential Economy,3264.285714
6586,Religious Space,0
6586,Single Family Attached Residential Economy,13466.14286
6587,Religious Space,0
6587,Single Family Attached Residential Economy,13466.14286
6591,Religious Space,0
6591,Single Family Attached Residential Economy,13466.14286
6592,Religious Space,0
6592,Single Family Attached Residential Economy,13466.14286
6595,Religious Space,0
6595,Single Family Attached Residential Economy,13466.14286
6606,Active Park Space,0
6609,Active Park Space,0
6613,Active Park Space,0
6614,Active Park Space,0
6615,Active Park Space,0
6616,Active Park Space,0
6630,Single Family Detached Residential Economy,5224.833333
6631,Single Family Detached Residential Economy,5224.833333
7878,Multi-Family Residential Luxury,18217.16667
7879,Multi-Family Residential Luxury,18217.16667
7880,Multi-Family Residential Luxury,18217.16667
7881,Multi-Family Residential Luxury,18217.16667
7882,Multi-Family Residential Luxury,18217.16667
7883,Multi-Family Residential Luxury,18217.16667
7941,Office Space,0
7941,Single Family Attached Residential Economy,438.75
7941,Single Family Detached Residential Luxury,239.625
7941,Multi-Family Residential Economy,3688.75
7942,Office Space,0
7942,Single Family Attached Residential Economy,438.75
7942,Single Family Detached Residential Luxury,239.625
7942,Multi-Family Residential Economy,3688.75
7943,Office Space,0
7943,Single Family Attached Residential Economy,438.75
7943,Single Family Detached Residential Luxury,239.625
7943,Multi-Family Residential Economy,3688.75
7944,Office Space,0
7944,Single Family Attached Residential Economy,438.75
7944,Single Family Detached Residential Luxury,239.625
7944,Multi-Family Residential Economy,3688.75
7945,Office Space,0
7945,Single Family Attached Residential Economy,438.75
7945,Single Family Detached Residential Luxury,239.625
7945,Multi-Family Residential Economy,3688.75
7946,Office Space,0
7946,Single Family Attached Residential Economy,438.75
7946,Single Family Detached Residential Luxury,239.625
7946,Multi-Family Residential Economy,3688.75
7947,Office Space,0
7947,Single Family Attached Residential Economy,438.75
7947,Single Family Detached Residential Luxury,239.625
7947,Multi-Family Residential Economy,3688.75
7948,Office Space,0
7948,Single Family Attached Residential Economy,438.75
7948,Single Family Detached Residential Luxury,239.625
7948,Multi-Family Residential Economy,3688.75
7963,Multi-Family Residential Economy,1818
7963,Single Family Attached Residential Economy,0
7963,Single Family Detached Residential Luxury,3147.5
7963,Retail Space,8430.5
7964,Multi-Family Residential Economy,1818
7964,Single Family Attached Residential Economy,0
7964,Single Family Detached Residential Luxury,3147.5
7964,Retail Space,8430.5
10127,Retail Space,1580
10127,Single Family Attached Residential Economy,3034.5
10127,Recreation Space,0
10127,Religious Space,0
10127,Multi-Family Residential Economy,3906.5
10130,Retail Space,1580
10130,Single Family Attached Residential Economy,3034.5
10130,Recreation Space,0
10130,Religious Space,0
10130,Multi-Family Residential Economy,3906.5
10170,Single Family Detached Residential Economy,25693.5
10172,Single Family Detached Residential Economy,25693.5
11005,Single Family Detached Residential Economy,2228.857143
11006,Single Family Detached Residential Economy,2228.857143
11007,Single Family Detached Residential Economy,2228.857143
11011,Single Family Detached Residential Economy,2228.857143
11013,Single Family Detached Residential Economy,2228.857143
11014,Single Family Detached Residential Economy,2228.857143
11016,Single Family Detached Residential Economy,2228.857143
11027,Single Family Detached Residential Luxury,1005.5
11027,Single Family Detached Residential Economy,18986
11028,Single Family Detached Residential Luxury,1005.5
11028,Single Family Detached Residential Economy,18986
11029,Single Family Detached Residential Luxury,1005.5
11029,Single Family Detached Residential Economy,18986
11030,Single Family Detached Residential Luxury,1005.5
11030,Single Family Detached Residential Economy,18986
11089,Single Family Detached Residential Economy,3262.25
11090,Single Family Detached Residential Economy,3262.25
11091,Single Family Detached Residential Economy,3262.25
11092,Single Family Detached Residential Economy,3262.25
11100,Single Family Detached Residential Economy,37905
11947,Single Family Detached Residential Economy,2132.076923
11948,Single Family Detached Residential Economy,2132.076923
11949,Single Family Detached Residential Economy,2132.076923
11950,Single Family Detached Residential Economy,2132.076923
11951,Single Family Detached Residential Economy,2132.076923
11952,Single Family Detached Residential Economy,2132.076923
11953,Single Family Detached Residential Economy,2132.076923
11954,Single Family Detached Residential Economy,2132.076923
11955,Single Family Detached Residential Economy,2132.076923
11956,Single Family Detached Residential Economy,2132.076923
11957,Single Family Detached Residential Economy,2132.076923
11968,Single Family Detached Residential Economy,2132.076923
