TAZ,Commodity,Quantity
19951,Spaced Rural Residential Economy,25145
152,Multi-Family Residential Economy,8223
17353,Light Industrial Space,12220
20031,Single Family Detached Residential Economy,62845
22534,Spaced Rural Residential Economy,34672
18070,Single Family Detached Residential Economy,257453
4404,Single Family Attached Residential Economy,373335
11168,Single Family Detached Residential Economy,10987
4742,Office Space,299669
2443,Single Family Attached Residential Economy,2699
22958,Light Industrial Space,85000
16100,Spaced Rural Residential Economy,1965
17894,Single Family Attached Residential Economy,25504
22875,Single Family Detached Residential Economy,2916
192,Single Family Attached Residential Economy,2704
4713,Retail Space,8500
15078,Religious Space,392
1197,Single Family Detached Residential Economy,49991
8594,Spaced Rural Residential Economy,1222
13858,Single Family Detached Residential Economy,16634
7631,Single Family Detached Residential Economy,5019
2019,Government Operations Space,2702
22817,Hotel Space,22200
2964,Primary Schools,3965
1108,Single Family Detached Residential Economy,20817
7716,Single Family Attached Residential Economy,9930
9677,Single Family Attached Residential Economy,1854
12436,Single Family Detached Residential Economy,141671
21387,Recreation Space,5519
7315,Multi-Family Residential Economy,6078
18870,Single Family Detached Residential Economy,117781
17352,Government Operations Space,2500
2842,Multi-Family Residential Economy,67154
486,Single Family Detached Residential Economy,28077
10907,Single Family Detached Residential Economy,82045
15620,Office Space,3230
3552,Retail Space,1410
413,Multi-Family Residential Economy,152857
9153,Single Family Detached Residential Economy,1960
2251,Single Family Detached Residential Economy,64675
8148,Single Family Attached Residential Economy,22598
1714,Single Family Attached Residential Economy,193059
19844,Spaced Rural Residential Economy,2231
18637,Active Park Space,5684
15371,Spaced Rural Residential Economy,87969
2462,Retail Space,19103
501,Retail Space,26038
10142,Spaced Rural Residential Economy,5104
15620,Recreation Space,19963
12303,Single Family Detached Residential Economy,120978
11225,Single Family Attached Residential Economy,8676
16776,Single Family Detached Residential Economy,40791
10553,Retail Space,251836
15689,Office Space,69546
3535,Single Family Attached Residential Economy,3332
5771,Government Operations Space,4900
318,Single Family Attached Residential Economy,988
18181,Light Industrial Space,26700
10591,Single Family Attached Residential Economy,3234
5442,Single Family Detached Residential Economy,13275
6909,Retail Space,43396
13630,Single Family Detached Residential Economy,80597
3481,Single Family Detached Residential Economy,26969
13136,Retail Space,17942
8659,Single Family Detached Residential Economy,2980
21138,Spaced Rural Residential Economy,4104
10363,Multi-Family Residential Economy,73324
12632,Government Operations Space,3500
8754,Single Family Detached Residential Economy,23677
2428,Hotel Space,15384
11410,Spaced Rural Residential Economy,8500
6267,Hotel Space,158663
12025,Single Family Attached Residential Economy,278147
2420,Religious Space,12500
6847,Single Family Attached Residential Economy,35752
7543,Retail Space,22218
20504,Spaced Rural Residential Economy,936
8174,Single Family Attached Residential Economy,3327
10719,Retail Space,12237
17410,Single Family Detached Residential Economy,49986
5558,Multi-Family Residential Economy,42004
20627,Single Family Detached Residential Economy,133318
12469,Single Family Detached Residential Economy,218364
2341,Multi-Family Residential Economy,40570
380,Multi-Family Residential Economy,55897
4281,Single Family Detached Residential Economy,147920
7594,Light Industrial Space,126400
14024,Single Family Attached Residential Economy,14217
425,Retail Space,6356
16771,Retail Space,4258
15758,Spaced Rural Residential Economy,17598
20494,Office Space,1800
13566,Single Family Detached Residential Economy,1040
4373,Single Family Attached Residential Economy,2948
19747,Single Family Attached Residential Economy,7622
1156,Single Family Attached Residential Economy,2794
8872,Primary Schools,35921
18896,Multi-Family Residential Economy,301541
6834,Primary Schools,41484
22620,Hotel Space,58698
10738,Multi-Family Residential Economy,28103
1059,Retail Space,110736
8917,Single Family Attached Residential Economy,5449
13858,Single Family Attached Residential Economy,1558
194,Single Family Detached Residential Economy,26411
11713,Hotel Space,106732
12061,Light Industrial Space,297921
5507,Primary Schools,5917
7657,Multi-Family Residential Economy,26883
14834,Single Family Detached Residential Economy,51862
18051,Single Family Detached Residential Economy,166852
14366,Single Family Detached Residential Economy,9851
20243,Spaced Rural Residential Economy,6131
2424,Single Family Attached Residential Economy,24009
6141,Primary Schools,4800
2716,Multi-Family Residential Economy,135390
18205,Retail Space,41184
13272,Office Space,16712
19609,Spaced Rural Residential Economy,2111
9229,Single Family Detached Residential Economy,3004
19913,Single Family Attached Residential Economy,1500
2770,Government Operations Space,24314
5544,Single Family Detached Residential Economy,108412
16392,Spaced Rural Residential Economy,9184
8536,Religious Space,10000
5645,Light Industrial Space,41587
8345,Primary Schools,1350
22322,Single Family Detached Residential Economy,6443
4015,Single Family Detached Residential Economy,24639
9140,Spaced Rural Residential Economy,3222
13129,Single Family Attached Residential Economy,8426
19640,Single Family Attached Residential Economy,17530
12825,Spaced Rural Residential Economy,30409
2811,Multi-Family Residential Economy,9212
261,Single Family Attached Residential Economy,35361
7804,Multi-Family Residential Economy,4592
14530,Single Family Detached Residential Economy,1517
2203,Single Family Attached Residential Economy,17117
18960,Active Park Space,8941
14988,Single Family Attached Residential Economy,157402
6425,Single Family Detached Residential Economy,184220
13170,Office Space,10111
14613,Single Family Detached Residential Economy,4821
2120,Single Family Attached Residential Economy,7148
7341,Retail Space,55529
19542,Single Family Detached Residential Economy,109170
5526,Primary Schools,38767
5708,Single Family Detached Residential Economy,122997
18796,Religious Space,10000
7809,Retail Space,2503
2037,Single Family Attached Residential Economy,12175
14447,Single Family Detached Residential Economy,11946
5792,Light Industrial Space,33826
19881,Light Industrial Space,4184
10603,Single Family Detached Residential Economy,13530
7593,Single Family Detached Residential Economy,17817
1947,Single Family Detached Residential Economy,24948
285,Retail Space,11256
10686,Single Family Detached Residential Economy,90338
2469,Single Family Attached Residential Economy,4578
7702,Multi-Family Residential Economy,6684
15615,Single Family Detached Residential Economy,2532
9874,Primary Schools,13636
22754,Single Family Detached Residential Economy,4764
11576,Spaced Rural Residential Economy,7100
8498,Religious Space,22643
16797,Retail Space,6028
15603,Primary Schools,26125
7785,Multi-Family Residential Economy,21614
2386,Single Family Attached Residential Economy,8531
2607,Multi-Family Residential Economy,23904
10520,Single Family Detached Residential Economy,237721
11068,Retail Space,143355
7510,Single Family Detached Residential Economy,43971
7060,Light Industrial Space,147232
1835,Single Family Attached Residential Economy,2244
1864,Single Family Detached Residential Economy,3934
2852,Religious Space,2500
19010,Single Family Detached Residential Economy,9667
13682,Religious Space,8480
3597,Retail Space,24039
2773,Multi-Family Residential Economy,177501
3215,Single Family Detached Residential Economy,62789
11403,Single Family Detached Residential Economy,16294
12063,Multi-Family Residential Economy,323816
21290,Depot Space,6564
19644,Single Family Detached Residential Economy,23774
3298,Single Family Detached Residential Economy,44789
16384,Active Park Space,18055
12146,Multi-Family Residential Economy,251219
11237,Single Family Detached Residential Economy,32560
460,Single Family Detached Residential Economy,19082
20053,Single Family Attached Residential Economy,4642
12419,Retail Space,230071
12410,Light Industrial Space,100827
19478,Single Family Detached Residential Economy,15336
543,Single Family Detached Residential Economy,14504
22489,Spaced Rural Residential Economy,15094
1094,Single Family Detached Residential Economy,10354
17365,Office Space,25012
484,Single Family Attached Residential Economy,12888
14181,Single Family Detached Residential Economy,12978
19359,Single Family Detached Residential Economy,7482
19910,Single Family Detached Residential Economy,18356
18915,Single Family Attached Residential Economy,12845
14972,Office Space,31543
14815,Single Family Detached Residential Economy,59628
15116,Religious Space,100000
809,Single Family Detached Residential Economy,38628
2930,Single Family Detached Residential Economy,19130
7270,Multi-Family Residential Economy,72654
1451,Mobile Home Residential,4005
4948,Retail Space,74405
19827,Single Family Detached Residential Economy,12188
892,Single Family Detached Residential Economy,17421
15055,Office Space,1420
10040,Single Family Attached Residential Economy,1766
19,Retail Space,53704
14981,Single Family Detached Residential Economy,185085
14255,Office Space,51695
13986,Single Family Attached Residential Economy,55515
8723,Office Space,160691
13656,Retail Space,4662
1344,Single Family Detached Residential Economy,155897
1895,Single Family Detached Residential Economy,63365
5634,Retail Space,11392
22151,Single Family Detached Residential Economy,1452
1178,Single Family Detached Residential Economy,126876
15834,Spaced Rural Residential Economy,103627
456,Retail Space,10835
8371,Single Family Attached Residential Economy,53519
12177,Primary Schools,7000
1261,Single Family Detached Residential Economy,86020
18778,Spaced Rural Residential Economy,108175
9822,Health Care Space,100000
13763,Single Family Detached Residential Economy,46189
1025,Single Family Detached Residential Economy,7630
9174,Mobile Home Residential,385086
19492,Single Family Detached Residential Economy,73174
308,Single Family Detached Residential Economy,50357
10036,Single Family Detached Residential Economy,38522
1869,Mobile Home Residential,2415
18775,Single Family Detached Residential Economy,237713
2429,Single Family Detached Residential Economy,828
3528,Retail Space,15807
391,Single Family Detached Residential Economy,5903
19326,Single Family Detached Residential Economy,880
243,Religious Space,23599
942,Single Family Detached Residential Economy,101763
6292,Single Family Detached Residential Economy,548870
7303,Multi-Family Residential Economy,62494
15031,Single Family Detached Residential Economy,123133
20046,Spaced Rural Residential Economy,3979
409,Religious Space,14000
21659,Government Operations Space,1440
6375,Single Family Detached Residential Economy,132101
15114,Single Family Detached Residential Economy,9048
7854,Multi-Family Residential Economy,9990
14397,Single Family Detached Residential Economy,56067
1987,Single Family Attached Residential Economy,12289
19412,Spaced Rural Residential Economy,6636
5741,Single Family Detached Residential Economy,170534
12711,Spaced Rural Residential Economy,30454
7474,Retail Space,36343
11071,Active Park Space,10501
996,Light Industrial Space,38610
11769,Secondary Schools,113120
10109,Single Family Attached Residential Economy,6341
1546,Single Family Detached Residential Economy,59372
6724,Single Family Detached Residential Economy,156524
2419,Single Family Attached Residential Economy,33573
10026,Single Family Attached Residential Economy,4862
6007,Single Family Detached Residential Economy,34415
19297,Light Industrial Space,25945
2887,Single Family Attached Residential Economy,1980
6558,Single Family Detached Residential Economy,148298
19210,Spaced Rural Residential Economy,91016
2336,Single Family Attached Residential Economy,1702
6164,Office Space,287172
21188,Single Family Attached Residential Economy,2149
10451,Single Family Detached Residential Economy,52454
2263,Single Family Detached Residential Economy,30010
21114,Recreation Space,9614
14881,Active Park Space,5127
17713,Government Operations Space,9191
225,Single Family Detached Residential Economy,7756
7782,Spaced Rural Residential Economy,5766
9953,Single Family Detached Residential Economy,124254
2346,Single Family Detached Residential Economy,5458
15466,Spaced Rural Residential Economy,193977
7275,Single Family Detached Residential Economy,11121
6776,Active Park Space,10000
22602,Single Family Detached Residential Economy,32069
17498,Office Space,11465
15036,Health Care Space,62002
12794,Spaced Rural Residential Economy,5943
1629,Single Family Detached Residential Economy,7003
15383,Spaced Rural Residential Economy,49880
9257,Office Space,14020
10743,Single Family Attached Residential Economy,40961
11909,Light Industrial Space,805715
22685,Single Family Detached Residential Economy,581659
18058,Single Family Detached Residential Economy,67380
1712,Single Family Detached Residential Economy,60467
16012,Spaced Rural Residential Economy,1852
15824,Single Family Detached Residential Economy,192726
3796,Military Residential (Non GQ),72900
14195,Single Family Attached Residential Economy,2372
14556,Single Family Detached Residential Economy,3924
4022,Retail Space,5878
7277,Multi-Family Residential Economy,40004
21107,Spaced Rural Residential Economy,13937
843,Multi-Family Residential Economy,18336
21575,Spaced Rural Residential Economy,14926
1327,Single Family Attached Residential Economy,4381
21024,Spaced Rural Residential Economy,11284
2544,Primary Schools,30000
5746,Single Family Detached Residential Economy,32853
375,Multi-Family Residential Economy,166772
9967,Office Space,5400
9058,Single Family Detached Residential Economy,23680
17246,Single Family Detached Residential Economy,46307
2156,Single Family Detached Residential Economy,4378
7965,Government Operations Space,6605
4017,Single Family Attached Residential Economy,10874
9900,Single Family Attached Residential Economy,8108
16802,Single Family Attached Residential Economy,101271
11004,Multi-Family Residential Economy,142895
9141,Single Family Detached Residential Economy,9897
17280,Spaced Rural Residential Economy,1689
2239,Single Family Detached Residential Economy,66433
2127,Single Family Attached Residential Economy,10677
2348,Multi-Family Residential Economy,56673
2044,Single Family Attached Residential Economy,38492
10812,Single Family Detached Residential Economy,952
8077,Multi-Family Residential Economy,9926
384,Single Family Detached Residential Economy,4288
3533,Multi-Family Residential Economy,32185
18851,Single Family Detached Residential Economy,6374
17856,Single Family Attached Residential Economy,4584
3616,Multi-Family Residential Economy,33141
17946,Active Park Space,9643
467,Single Family Detached Residential Economy,22224
9490,Single Family Detached Residential Economy,3556
17429,Single Family Detached Residential Economy,34033
10527,Single Family Detached Residential Economy,120513
2339,Single Family Detached Residential Economy,22856
8051,Retail Space,8800
8773,Single Family Detached Residential Economy,83265
9805,Retail Space,78195
9532,Single Family Attached Residential Economy,28990
3649,Single Family Attached Residential Economy,24874
18768,Single Family Detached Residential Economy,44751
11866,Single Family Detached Residential Economy,17491
19728,Single Family Attached Residential Economy,2160
4478,Single Family Detached Residential Economy,320660
1244,Single Family Attached Residential Economy,1400
5029,Single Family Detached Residential Economy,81362
22756,Retail Space,1500
15584,Multi-Family Residential Economy,3934
11287,Mobile Home Residential,1
4561,Single Family Detached Residential Economy,35801
14411,Multi-Family Residential Economy,23325
20307,Spaced Rural Residential Economy,75520
19713,Office Space,12197
10041,Single Family Detached Residential Economy,44907
15116,Multi-Family Residential Economy,44568
8589,Recreation Space,11414
10605,Retail Space,39505
2417,Retail Space,2400
14202,Active Park Space,100000
2579,Office Space,280616
5546,Active Park Space,21655
19568,Single Family Detached Residential Economy,172340
2997,Depot Space,15149
228,Retail Space,22395
17906,Single Family Attached Residential Economy,2512
7536,Single Family Detached Residential Economy,4085
19010,Multi-Family Residential Economy,146316
75,Multi-Family Residential Economy,69400
5038,Single Family Attached Residential Economy,35409
8087,Single Family Detached Residential Economy,74919
22158,Single Family Detached Residential Economy,3209
9728,Religious Space,10000
9665,Single Family Attached Residential Economy,8849
21207,Spaced Rural Residential Economy,5683
6819,Single Family Detached Residential Economy,116959
8986,Single Family Attached Residential Economy,1680
18210,Single Family Attached Residential Economy,6589
11752,Single Family Detached Residential Economy,234962
5525,Single Family Detached Residential Economy,31527
3564,Single Family Detached Residential Economy,8214
19522,Government Operations Space,1618
18531,Spaced Rural Residential Economy,1772
9998,Single Family Detached Residential Economy,61853
3419,Multi-Family Residential Economy,3700
401,Single Family Attached Residential Economy,8129
7303,Single Family Attached Residential Economy,9838
18098,Light Industrial Space,37600
14803,Single Family Detached Residential Economy,66350
16764,Single Family Detached Residential Economy,38753
3775,Retail Space,25350
1674,Single Family Detached Residential Economy,229759
1023,Single Family Attached Residential Economy,12259
368,Multi-Family Residential Economy,68719
3452,Single Family Attached Residential Economy,22693
14350,Office Space,8896
21582,Spaced Rural Residential Economy,6796
22749,Light Industrial Space,27500
18326,Retail Space,15556
7626,Retail Space,12488
9305,Single Family Detached Residential Economy,36592
17493,Single Family Detached Residential Economy,15944
10591,Single Family Detached Residential Economy,49436
2403,Single Family Detached Residential Economy,8340
17348,Multi-Family Residential Economy,27183
19799,Spaced Rural Residential Economy,12630
7415,Single Family Detached Residential Economy,89523
15603,Single Family Detached Residential Economy,1978
13642,Single Family Detached Residential Economy,12401
19516,Office Space,40911
12336,Multi-Family Residential Economy,10706
22037,Single Family Detached Residential Economy,361123
2291,Single Family Attached Residential Economy,7499
10693,Spaced Rural Residential Economy,14886
3571,Single Family Detached Residential Economy,13945
22889,Multi-Family Residential Economy,10958
13015,Spaced Rural Residential Economy,4990
14611,Office Space,2476
451,Single Family Attached Residential Economy,20081
15721,Government Operations Space,7575
342,Retail Space,38254
20551,Single Family Detached Residential Economy,160890
7507,Single Family Attached Residential Economy,27710
9468,Single Family Attached Residential Economy,2168
11125,Spaced Rural Residential Economy,62486
3034,Single Family Attached Residential Economy,2302
17737,Light Industrial Space,397214
16854,Retail Space,15522
745,Single Family Detached Residential Economy,17824
17002,Spaced Rural Residential Economy,26935
10420,Retail Space,31504
9312,Single Family Detached Residential Economy,20436
17500,Single Family Detached Residential Economy,1962
2410,Single Family Detached Residential Economy,32885
10469,Hotel Space,22886
14200,Light Industrial Space,8500
5615,Retail Space,121175
10750,Multi-Family Residential Economy,32792
5461,Single Family Detached Residential Economy,135387
13649,Single Family Detached Residential Economy,18642
7422,Single Family Detached Residential Economy,1625
1873,Single Family Attached Residential Economy,4843
6494,Office Space,227404
15290,Light Industrial Space,37200
14601,Multi-Family Residential Economy,14259
11220,Retail Space,1657
11066,Single Family Detached Residential Economy,271575
13572,Post-Secondary Institution Space,100000
15841,Spaced Rural Residential Economy,6008
14250,Office Space,28285
1589,Office Space,19734
1472,Multi-Family Residential Economy,32192
344,Single Family Attached Residential Economy,5268
3310,Single Family Detached Residential Economy,125200
6883,Retail Space,25066
15614,Government Operations Space,6220
7783,Single Family Detached Residential Economy,75759
14010,Single Family Detached Residential Economy,16882
9361,Single Family Attached Residential Economy,10791
16263,Single Family Attached Residential Economy,7727
16247,Spaced Rural Residential Economy,15002
12953,Spaced Rural Residential Economy,88959
15542,Spaced Rural Residential Economy,67049
13998,Retail Space,4825
9501,Multi-Family Residential Economy,23932
2146,Single Family Attached Residential Economy,12407
5931,Single Family Detached Residential Economy,49011
7738,Single Family Detached Residential Economy,1236
807,Single Family Attached Residential Economy,2238
4755,Government Operations Space,5000
7709,Single Family Attached Residential Economy,3604
7949,Retail Space,205921
724,Single Family Attached Residential Economy,33734
17310,Retail Space,931
3127,Health Care Space,123798
5849,Light Industrial Space,171000
14036,Single Family Detached Residential Economy,26545
774,Multi-Family Residential Economy,27293
13990,Hotel Space,8694
7088,Hotel Space,13440
17799,Single Family Detached Residential Economy,5233
2581,Office Space,347972
12925,Single Family Attached Residential Economy,201345
1536,Single Family Detached Residential Economy,43516
7878,Mobile Home Residential,5577
12459,Multi-Family Residential Economy,95811
2087,Single Family Detached Residential Economy,3275
7721,Single Family Detached Residential Economy,26435
3649,Multi-Family Residential Economy,46507
15165,Mobile Home Residential,13520
5066,Military Residential (Non GQ),7290
11199,Spaced Rural Residential Economy,27787
351,Single Family Detached Residential Economy,5556
17617,Health Care Space,88561
8644,Primary Schools,39424
389,Single Family Attached Residential Economy,11882
3509,Single Family Detached Residential Economy,28886
20406,Single Family Detached Residential Economy,19816
1979,Government Operations Space,22080
13504,Single Family Detached Residential Economy,32816
7445,Single Family Attached Residential Economy,21560
22272,Retail Space,56524
2530,Government Operations Space,46396
774,Health Care Space,6463
1068,Single Family Detached Residential Economy,143633
997,Retail Space,24804
9185,Retail Space,10627
11154,Office Space,2500
10617,Primary Schools,4721
1159,Office Space,9983
10328,Single Family Detached Residential Economy,44717
15149,Multi-Family Residential Economy,198789
11614,Single Family Detached Residential Economy,151663
3426,Single Family Detached Residential Economy,3690
9860,Single Family Detached Residential Economy,11886
12165,Single Family Detached Residential Economy,11581
3658,Active Park Space,260
176,Office Space,41000
10283,Health Care Space,21313
3858,Single Family Detached Residential Economy,2806
7982,Retail Space,46386
15411,Spaced Rural Residential Economy,31817
8813,Single Family Attached Residential Economy,3670
22617,Single Family Attached Residential Economy,3388
8262,Single Family Attached Residential Economy,4639
22313,Spaced Rural Residential Economy,142424
20038,Single Family Detached Residential Economy,71158
15164,Single Family Attached Residential Economy,18131
8390,Recreation Space,39757
12450,Active Park Space,51223
22230,Spaced Rural Residential Economy,56381
2419,Retail Space,3097
15328,Spaced Rural Residential Economy,33831
5031,Single Family Detached Residential Economy,12484
19121,Light Industrial Space,1968
9146,Mobile Home Residential,38849
19482,Retail Space,114625
3596,Primary Schools,1325
17497,Religious Space,4180
21281,Government Operations Space,2180
2160,Single Family Attached Residential Economy,17983
16679,Spaced Rural Residential Economy,33415
21543,Single Family Detached Residential Economy,23420
22636,Office Space,1098
9530,Single Family Attached Residential Economy,1697
5748,Single Family Detached Residential Economy,4766
19729,Multi-Family Residential Economy,7623
2127,Multi-Family Residential Economy,616
1904,Single Family Detached Residential Economy,85547
15591,Retail Space,4200
5302,Single Family Detached Residential Economy,60153
7263,Single Family Detached Residential Economy,148326
13490,Single Family Detached Residential Economy,107008
3615,Hotel Space,20604
22888,Single Family Attached Residential Economy,3318
12699,Spaced Rural Residential Economy,59214
14810,Multi-Family Residential Economy,129252
13421,Single Family Attached Residential Economy,41787
10579,Retail Space,14176
11287,Light Industrial Space,202227
14219,Single Family Detached Residential Economy,309492
18683,Spaced Rural Residential Economy,69356
553,Single Family Attached Residential Economy,23300
5532,Multi-Family Residential Economy,47564
3325,Primary Schools,34864
7455,Single Family Attached Residential Economy,1310
22614,Single Family Detached Residential Economy,3038
10347,Office Space,24288
17229,Religious Space,5000
21112,Spaced Rural Residential Economy,28489
4141,Single Family Detached Residential Economy,24629
847,Single Family Detached Residential Economy,11156
15610,Multi-Family Residential Economy,21682
7422,Multi-Family Residential Economy,36314
3604,Single Family Attached Residential Economy,20829
5565,Single Family Attached Residential Economy,1143
8825,Retail Space,31782
10547,Depot Space,21000
9418,Retail Space,28174
9160,Single Family Detached Residential Economy,4680
11379,Retail Space,17039
21196,Government Operations Space,7208
2258,Single Family Detached Residential Economy,32629
8041,Single Family Attached Residential Economy,23380
14943,Single Family Attached Residential Economy,159700
1607,Single Family Attached Residential Economy,8698
4712,Hotel Space,274200
11536,Single Family Detached Residential Economy,197009
2075,Single Family Attached Residential Economy,29871
54,Single Family Detached Residential Economy,20565
22166,Spaced Rural Residential Economy,27275
8236,Light Industrial Space,117957
15732,Spaced Rural Residential Economy,2559
2981,Light Industrial Space,63752
14335,Multi-Family Residential Economy,56193
10902,Primary Schools,52362
6038,Single Family Detached Residential Economy,121152
7999,Single Family Detached Residential Economy,4089
6906,Government Operations Space,3708
8841,Single Family Attached Residential Economy,4008
446,Single Family Attached Residential Economy,30565
8025,Office Space,48282
9309,Single Family Attached Residential Economy,2895
7348,Single Family Attached Residential Economy,3746
914,Single Family Attached Residential Economy,37063
17293,Religious Space,7500
2875,Single Family Attached Residential Economy,3513
17277,Single Family Detached Residential Economy,47392
16532,Spaced Rural Residential Economy,30305
4148,Single Family Detached Residential Economy,212862
10375,Single Family Detached Residential Economy,27386
10218,Retail Space,16550
1565,Single Family Detached Residential Economy,5537
3991,Retail Space,21392
2030,Retail Space,6721
15603,Multi-Family Residential Economy,2400
14836,Single Family Attached Residential Economy,3222
10363,Single Family Attached Residential Economy,5557
19599,Single Family Detached Residential Economy,14863
4509,Single Family Detached Residential Economy,627970
8908,Multi-Family Residential Economy,68795
5881,Retail Space,371317
14069,Retail Space,29058
6404,Religious Space,5000
3929,Single Family Attached Residential Economy,3706
22520,Single Family Attached Residential Economy,4942
10591,Multi-Family Residential Economy,7488
4397,Single Family Attached Residential Economy,146786
3975,Religious Space,2500
7858,Spaced Rural Residential Economy,660
11275,Single Family Detached Residential Economy,76113
9057,Retail Space,24598
9521,Single Family Detached Residential Economy,72248
3896,Multi-Family Residential Economy,29009
12037,Single Family Detached Residential Economy,271677
5810,Single Family Detached Residential Economy,36316
13998,Single Family Detached Residential Economy,722
18549,Light Industrial Space,391852
9027,Single Family Detached Residential Economy,33345
18178,Mobile Home Residential,5512
7899,Office Space,38294
22868,Light Industrial Space,30925
3445,Multi-Family Residential Economy,15333
19183,Light Industrial Space,325591
5283,Single Family Detached Residential Economy,54889
9756,Single Family Detached Residential Economy,92998
17944,Single Family Detached Residential Economy,74409
1598,Single Family Detached Residential Economy,19669
18870,Single Family Attached Residential Economy,1421
8751,Single Family Attached Residential Economy,1450
14520,Religious Space,2500
12429,Light Industrial Space,366779
10306,Multi-Family Residential Economy,175268
20425,Multi-Family Residential Economy,13284
4650,Light Industrial Space,398491
17778,Single Family Detached Residential Economy,140872
1432,Single Family Detached Residential Economy,20787
9449,Retail Space,41189
15712,Active Park Space,25292
12991,Spaced Rural Residential Economy,22218
4089,Office Space,92677
22488,Single Family Detached Residential Economy,380429
2284,Multi-Family Residential Economy,30023
13763,Single Family Attached Residential Economy,3422
9022,Retail Space,38056
18450,Secondary Schools,206405
3844,Retail Space,48206
788,Single Family Attached Residential Economy,3804
21036,Spaced Rural Residential Economy,5589
5618,Office Space,11249
22317,Retail Space,18929
4010,Retail Space,2861
1439,Single Family Detached Residential Economy,202662
9597,Single Family Detached Residential Economy,13638
17785,Single Family Detached Residential Economy,11220
12189,Primary Schools,64860
10674,Spaced Rural Residential Economy,5523
3839,Single Family Attached Residential Economy,8792
9736,Multi-Family Residential Economy,130634
17894,Multi-Family Residential Economy,6296
606,Office Space,946
19580,Single Family Detached Residential Economy,111201
2182,Multi-Family Residential Economy,37572
13934,Single Family Detached Residential Economy,10888
17151,Single Family Detached Residential Economy,347112
8217,Light Industrial Space,34110
5273,Single Family Attached Residential Economy,106197
2056,Single Family Attached Residential Economy,8354
144,Multi-Family Residential Economy,3312
7880,Mobile Home Residential,33402
17939,Retail Space,6826
14290,Single Family Attached Residential Economy,3160
13407,Single Family Detached Residential Economy,31781
5912,Single Family Detached Residential Economy,19818
13656,Single Family Attached Residential Economy,17600
18419,Single Family Detached Residential Economy,141859
35,Single Family Detached Residential Economy,40969
6546,Single Family Detached Residential Economy,88031
15390,Spaced Rural Residential Economy,43636
4005,Single Family Attached Residential Economy,41328
14734,Single Family Detached Residential Economy,34592
8879,Spaced Rural Residential Economy,9922
9544,Single Family Attached Residential Economy,11732
13682,Multi-Family Residential Economy,13432
13673,Single Family Detached Residential Economy,3158
1720,Primary Schools,174005
18146,Single Family Detached Residential Economy,386418
1800,Single Family Detached Residential Economy,111921
432,Retail Space,20859
22323,Single Family Attached Residential Economy,9045
15822,Spaced Rural Residential Economy,8334
22768,Light Industrial Space,24500
13039,Single Family Detached Residential Economy,26183
5571,Primary Schools,37477
10029,Single Family Detached Residential Economy,143339
1688,Single Family Attached Residential Economy,6541
1166,Single Family Detached Residential Economy,72977
19014,Government Operations Space,5359
1669,Single Family Attached Residential Economy,13584
16823,Military Residential (Non GQ),31942
7987,Multi-Family Residential Economy,144260
1118,Single Family Attached Residential Economy,4669
8070,Multi-Family Residential Economy,39746
18460,Spaced Rural Residential Economy,896
7482,Hotel Space,2574
11080,Multi-Family Residential Economy,6888
17909,Spaced Rural Residential Economy,1551
8832,Light Industrial Space,7336
6242,Single Family Detached Residential Economy,43888
10529,Multi-Family Residential Economy,14424
18428,Religious Space,9437
7436,Single Family Attached Residential Economy,10374
3877,Multi-Family Residential Economy,78661
2866,Single Family Detached Residential Economy,2827
8044,Single Family Detached Residential Economy,9278
828,Single Family Detached Residential Economy,30540
6071,Retail Space,74396
5520,Retail Space,8015
2949,Single Family Detached Residential Economy,51846
9798,Retail Space,48780
2232,Single Family Detached Residential Economy,135076
7961,Single Family Detached Residential Economy,25972
11346,Single Family Attached Residential Economy,5947
2315,Single Family Detached Residential Economy,16300
13250,Multi-Family Residential Economy,128804
1225,Retail Space,27180
12559,Spaced Rural Residential Economy,3598
3666,Single Family Detached Residential Economy,14721
13333,Multi-Family Residential Economy,58801
20563,Single Family Detached Residential Economy,194283
4217,Single Family Detached Residential Economy,158725
7033,Office Space,30000
22204,Spaced Rural Residential Economy,270304
7602,Single Family Attached Residential Economy,11229
19033,Government Operations Space,77989
13064,Hotel Space,28278
11688,Single Family Detached Residential Economy,389502
22121,Spaced Rural Residential Economy,17683
1859,Retail Space,6582
7519,Single Family Attached Residential Economy,4469
19378,Single Family Detached Residential Economy,4779
216,Multi-Family Residential Economy,13429
19929,Single Family Detached Residential Economy,28708
11771,Single Family Detached Residential Economy,51682
3583,Single Family Detached Residential Economy,6550
16907,Spaced Rural Residential Economy,39161
15183,Single Family Detached Residential Economy,42808
767,Multi-Family Residential Economy,51523
2493,Retail Space,4500
850,Multi-Family Residential Economy,64799
16937,Religious Space,17000
6528,Light Industrial Space,88043
9694,Office Space,1604
2410,Retail Space,1760
2222,Single Family Attached Residential Economy,13230
17279,Multi-Family Residential Economy,8470
22470,Spaced Rural Residential Economy,16093
9253,Religious Space,7500
3849,Single Family Detached Residential Economy,1988
1563,Religious Space,11208
21919,Spaced Rural Residential Economy,41944
14549,Single Family Detached Residential Economy,7618
19727,Single Family Detached Residential Economy,13766
22387,Spaced Rural Residential Economy,5063
21836,Spaced Rural Residential Economy,3210
22140,Single Family Attached Residential Economy,1333
1646,Religious Space,10000
9887,Religious Space,2561
14706,Office Space,100196
